LocalID,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber
648774,3044,1308,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648775,3047,1308,mountain expedition,Search,2,Catalog,5,VHT,21,30,50,2
648777,3058,1308,lastminute,Search,2,Catalog,5,Lastminute,101,30,71,4
648776,3155,1308,Kamchatka,Trip,3,undetected,-1,VHT,21,240,503,3
648778,3044,1309,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648779,3159,1310,Montenegro,Search,2,Catalog,5,Montenegro,12,30,30,1
648780,3044,1311,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648781,3045,1311,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
648782,3047,1311,mountain expedition,Search,2,Catalog,5,VHT,21,30,62,3
648783,3154,1311,mont Kenya (5199 m) African adventure,Trip,3,undetected,-1,VHT,21,30,71,4
648784,3044,1312,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648785,3045,1313,tours with tents,Search,2,Catalog,5,Tourism,1,60,60,1
648786,3131,1313,Montenegro national parks and mountains Black Sea,Trip,3,undetected,-1,Tourism,1,960,1625,2
648787,3169,1313,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,30,62,3
648788,3044,1314,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648789,3058,1314,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648790,3161,1315,Elba Corsica Sardinia,Trip,3,undetected,-1,Tourism,1,30,30,1
648791,3162,1316,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648792,3044,1317,TravelAgency,Info,1,homepage,1,In general,1000,180,180,1
648793,3056,1317,stays with trips,Search,2,Catalog,5,Stays with trips,6,30,50,2
648794,3163,1318,Montenegro,Search,2,Catalog,5,Montenegro,12,60,60,1
648795,3164,1318,Montenegro Alet Becici much stay with excursions in the price,Trip,3,undetected,-1,Montenegro,12,30,50,2
648796,3146,1319,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648797,3053,1319,light hiking,Search,2,Catalog,5,Neni,-1,240,406,2
648799,3046,1319,hiking,Search,2,Catalog,5,Hiking,3,300,715,4
648800,3175,1319,Alps tourism,Search,2,Catalog,5,Alps,22,120,313,5
648803,3055,1319,lefkada,Search,2,Catalog,5,Neni,-1,60,184,8
648804,3058,1319,lastminute,Search,2,Catalog,5,Lastminute,101,120,383,9
648798,3166,1319,Switzerland Swiss Alps,Trip,3,undetected,-1,Tours with lightweight tourism,19,660,1385,3
648801,3177,1319,Austro relaxing week in the Alps. krimml,Trip,3,undetected,-1,Alps,22,300,837,6
648802,3170,1319,France provence natural parks,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,176,7
648805,3135,1319,Scotland United circuit Scotland,Trip,3,undetected,-1,Tours with accommodation,8,30,99,10
648806,3044,1320,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648807,3058,1320,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648808,3146,1321,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648810,3044,1321,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
648809,3045,1321,tours with tents,Search,2,Catalog,5,Tourism,1,540,914,2
648811,3047,1321,mountain expedition,Search,2,Catalog,5,VHT,21,30,71,4
648812,3165,1322,Egypt Land of the Pharaohs (Egypt Sinai),Trip,3,undetected,-1,exotica,5,30,30,1
648813,3044,1323,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648814,3056,1323,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,101,2
648818,3053,1323,light hiking,Search,2,Catalog,5,Neni,-1,60,167,6
648822,3129,1323,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,60,198,10
648815,3076,1323,Spain French Riviera,Trip,3,undetected,-1,Stays with trips,6,60,125,3
648816,3168,1323,Croatian national parks and natural beauty of Croatia,Trip,3,undetected,-1,Stays with trips,6,60,143,4
648817,3092,1323,Greece and Bulgaria stay with tours,Trip,3,undetected,-1,Stays with trips,6,60,156,5
648819,3170,1323,France provence natural parks,Trip,3,undetected,-1,Tours with lightweight tourism,19,120,353,7
648820,3171,1323,France paradise canyons and green heart of France,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,184,8
648821,3172,1323,Pyrenees andorra,Trip,3,undetected,-1,Tours with lightweight tourism,19,240,767,9
648823,3174,1323,"Morocco Morocco cold country with a hot sun, a tour",Trip,3,undetected,-1,hotelbuses,17,360,1223,11
648824,3120,1323,island country of fire and ice,Trip,3,undetected,-1,hotelbuses,17,30,104,12
648825,3167,1324,Far to the Middle East Syria Jordan Lebanon,Trip,3,undetected,-1,exotica,5,30,30,1
648826,3044,1325,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648827,3056,1325,stays with trips,Search,2,Catalog,5,Stays with trips,6,480,812,2
648828,3092,1325,Greece and Bulgaria stay with tours,Trip,3,undetected,-1,Stays with trips,6,30,62,3
648829,3045,1326,tours with tents,Search,2,Catalog,5,Tourism,1,30,30,1
648830,3044,1327,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648831,3058,1327,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648832,3044,1328,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
648834,3057,1328,hotelbuses,Search,2,Catalog,5,hotelbuses,17,60,125,3
648835,3046,1328,hiking,Search,2,Catalog,5,Hiking,3,60,143,4
648836,3045,1328,tours with tents,Search,2,Catalog,5,Tourism,1,120,313,5
648837,3132,1328,Albania country eagles sea and mountains,Trip,3,undetected,-1,Tourism,1,30,83,6
648833,3065,1328,CATALOG,Info,4,Send catalog,7,In general,1000,60,101,2
648838,3173,1329,Mongolia was the most beautiful of Mongolia,Trip,3,undetected,-1,exotica,5,30,30,1
648839,3044,1330,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648840,3064,1330,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,50,2
648841,3044,1331,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648842,3056,1332,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,60,1
648843,3058,1332,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648844,3176,1333,Kenya Tanzania safari and Zanzibar,Trip,3,undetected,-1,challenging expedition,18,30,30,1
648845,3089,1334,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
648846,3044,1335,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648848,3178,1335,italy dolomites,Trip,3,undetected,-1,Hiking,3,120,251,3
648849,3179,1335,Grossglockner,Trip,3,undetected,-1,Hiking,3,60,143,4
648850,3180,1335,Baltics small circle pobaltíím a tour,Trip,3,undetected,-1,Tours with accommodation,8,30,78,5
648847,3064,1335,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,60,101,2
648851,3044,1336,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648852,3044,1337,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648853,3045,1337,tours with tents,Search,2,Catalog,5,Tourism,1,30,50,2
648854,3106,1337,Romanian Danube delta on ships and dry feet,Trip,3,undetected,-1,Tourism,1,30,62,3
648855,3044,1338,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648856,3181,1339,lefkada,Search,2,Catalog,5,Neni,-1,30,30,1
648857,3044,1340,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648858,3182,1340,alpine skiing skiing,Search,2,Catalog,5,Ski,9,60,101,2
648859,3058,1340,lastminute,Search,2,Catalog,5,Lastminute,101,60,125,3
648860,3047,1340,mountain expedition,Search,2,Catalog,5,VHT,21,30,71,4
648861,3146,1341,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648865,3146,1341,TravelAgency,Info,1,homepage,1,In general,1000,30,78,5
648862,3058,1341,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648864,3058,1341,lastminute,Search,2,Catalog,5,Lastminute,101,30,71,4
648863,3093,1341,New Year&#39;s Eve New Year&#39;s Eve 04 05 cross-country Ruthenia winter ski holidays,Trip,3,undetected,-1,Ski,9,180,377,3
648866,3183,1342,francie bretaň,Trip,3,undetected,-1,cyclo,4,30,30,1
648867,3044,1343,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648868,3066,1343,DISCOUNT,Info,4,Sales,8,In general,1000,30,50,2
648869,3128,1344,Norway journey to the far north Lofoten,Trip,3,undetected,-1,Tourism,1,30,30,1
648870,3044,1345,TravelAgency,Info,1,homepage,1,In general,1000,180,180,1
648871,3075,1345,WHOWEARE,Info,4,Who we are,10,In general,1000,60,101,2
648873,3185,1345,Morocco Morocco Maghreb tour of Pearl,Trip,3,undetected,-1,Tourism,1,30,71,4
648872,3064,1345,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,180,377,3
648874,3044,1346,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648876,3169,1346,Norway Norwegian fjords,Trip,3,undetected,-1,Tours with accommodation,8,30,62,3
648875,3064,1346,tours and holiday comes into hotel,Search,2,extension,3,In general,1000,30,50,2
648877,3056,1347,stays with trips,Search,2,Catalog,5,Stays with trips,6,120,120,1
648878,3175,1347,Alps tourism,Search,2,Catalog,5,Alps,22,60,101,2
648879,3056,1347,stays with trips,Search,2,Catalog,5,Stays with trips,6,30,62,3
648880,3081,1347,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,71,4
648881,3184,1348,Norway journey to the far north Lofoten,Trip,3,undetected,-1,Tourism,1,30,30,1
648882,3044,1349,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648884,3044,1350,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
648883,3058,1350,lastminute,Search,2,Catalog,5,Lastminute,101,420,420,1
648885,3130,1351,Magic Normandy France,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
648886,3044,1352,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
648887,3053,1352,light hiking,Search,2,Catalog,5,Neni,-1,30,50,2
648888,3129,1352,sightseeing tours,Search,2,Catalog,5,Tours with accommodation,8,120,251,3
648889,3057,1352,hotelbuses,Search,2,Catalog,5,hotelbuses,17,60,143,4
648890,3045,1352,tours with tents,Search,2,Catalog,5,Tourism,1,30,78,5
648891,3044,1353,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648892,3058,1353,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648893,3053,1353,light hiking,Search,2,Catalog,5,Neni,-1,60,125,3
648894,3127,1353,Norway beautiful hiking trails middle of Norway,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,71,4
648895,3186,1354,thailand big circle,Trip,3,undetected,-1,exotica,5,30,30,1
648896,3044,1355,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648897,3187,1356,Russian Caucasus tourist Dombaj prielbruse Bezing,Trip,3,undetected,-1,VHT,21,30,30,1
648898,3044,1357,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648899,3054,1357,Corsica,Search,2,Catalog,5,Corsica,11,60,101,2
648900,3188,1357,Corsica (stay with excursions) holidays 05,Trip,3,undetected,-1,Corsica,11,30,62,3
648901,3044,1358,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648902,3058,1358,lastminute,Search,2,Catalog,5,Lastminute,101,60,101,2
648904,3074,1358,cycling abroad,Search,2,Catalog,5,cyclo,4,60,143,4
648903,3065,1358,CATALOG,Info,4,Send catalog,7,In general,1000,30,62,3
648905,3065,1358,CATALOG,Info,4,Send catalog,7,In general,1000,30,78,5
648906,3189,1359,dachstein,Trip,3,undetected,-1,Hiking,3,120,120,1
648907,3191,1359,Austrian mountains Totes Gebirge,Trip,3,undetected,-1,Hiking,3,60,101,2
648908,3137,1359,corsica gr,Trip,3,undetected,-1,Hiking,3,30,62,3
648909,3178,1359,italy dolomites,Trip,3,undetected,-1,Hiking,3,60,143,4
648910,3193,1359,ridge Watzmann,Trip,3,undetected,-1,Hiking,3,30,78,5
648911,3190,1360,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
648912,3190,1361,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
648913,3192,1362,Paris Versailles and Fontainebleau,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
648914,3044,1363,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648915,3194,1364,Swedish Lapland Lofoten Norway Nordkapp Finland Baltics Scandinavia grand tour,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
648916,3088,1365,Hungary Thermal Spa Harkany,Trip,3,undetected,-1,Stays with trips,6,30,30,1
648917,3044,1366,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648918,3046,1366,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
648919,3179,1366,Grossglockner,Trip,3,undetected,-1,Hiking,3,30,62,3
648920,3195,1367,tours with tents,Search,2,Catalog,5,Tourism,1,30,30,1
648921,3196,1368,Lefkada air package tours,Trip,3,undetected,-1,Tourist,0,30,30,1
648922,3197,1370,expedition,Search,2,Catalog,5,challenging expedition,18,30,30,1
648923,3044,1371,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648925,3044,1371,TravelAgency,Info,1,homepage,1,In general,1000,30,62,3
648924,3089,1371,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,101,2
648926,3065,1371,CATALOG,Info,4,Send catalog,7,In general,1000,180,429,4
648927,3198,1372,n html,Search,2,Catalog,5,Neni,-1,30,30,1
648928,3199,1373,thailand big circle,Trip,3,undetected,-1,exotica,5,30,30,1
648929,3200,1374,Natural parks and sea Perigord France,Trip,3,undetected,-1,Tourism,1,30,30,1
648930,3044,1375,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648931,3058,1375,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648932,3044,1376,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648933,3054,1376,Corsica,Search,2,Catalog,5,Corsica,11,30,50,2
648934,3044,1377,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648935,3044,1378,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648936,3065,1378,CATALOG,Info,4,Send catalog,7,In general,1000,30,50,2
648937,3201,1379,HOWTOJOIN,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
648938,3202,1380,cycling abroad,Search,2,Catalog,5,cyclo,4,30,30,1
648939,3044,1381,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648940,3203,1382,lastminute,Search,2,Catalog,5,Lastminute,101,30,30,1
648941,3044,1383,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648944,3044,1383,TravelAgency,Info,1,homepage,1,In general,1000,30,71,4
648942,3045,1383,tours with tents,Search,2,Catalog,5,Tourism,1,120,203,2
648943,3052,1383,Far tours,Search,2,Catalog,5,exotica,5,240,503,3
648945,3044,1385,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
648946,3058,1385,lastminute,Search,2,Catalog,5,Lastminute,101,30,50,2
648948,3163,1385,Montenegro,Search,2,Catalog,5,Montenegro,12,30,71,4
648949,3175,1385,Alps tourism,Search,2,Catalog,5,Alps,22,30,78,5
648951,3056,1385,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,176,7
648952,3053,1385,light hiking,Search,2,Catalog,5,Neni,-1,30,92,8
648950,3208,1385,Austria Italy cool week in the Alps as well. dolomite garden,Trip,3,undetected,-1,Alps,22,120,335,6
648953,3210,1385,Corsica Corsica with light tourism holiday 05,Trip,3,undetected,-1,Tours with lightweight tourism,19,60,191,9
648954,3212,1385,Slovenia mountains and the sea,Trip,3,undetected,-1,Tours with lightweight tourism,19,30,99,10
648947,3065,1385,CATALOG,Info,4,Send catalog,7,In general,1000,120,251,3
648958,3205,1386,87 countries,Search,2,Country,2,In general,1000,30,71,4
648955,3044,1386,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648956,3063,1386,expedition,Search,2,Catalog,5,challenging expedition,18,60,101,2
648957,3052,1386,Far tours,Search,2,Catalog,5,exotica,5,60,125,3
648959,3206,1386,Far to the Middle East Syria Jordan Lebanon,Trip,3,undetected,-1,exotica,5,30,78,5
648960,3074,1387,cycling abroad,Search,2,Catalog,5,cyclo,4,60,60,1
648961,3204,1387,Austrian Alps on a plane napoíe Tauern bike trail cycling tour,Trip,3,undetected,-1,cyclo,4,30,50,2
648962,3207,1388,Italy Aeolian Islands with a visit to Sicily,Trip,3,undetected,-1,Lipari,10,60,60,1
648963,3209,1389,francie provence and the Cote d&#39;Azur,Trip,3,undetected,-1,School tours,7,30,30,1
648964,3044,1390,TravelAgency,Info,1,homepage,1,In general,1000,120,120,1
648965,3074,1390,cycling abroad,Search,2,Catalog,5,cyclo,4,60,101,2
648966,3211,1390,Austria passes Wallis Alps,Trip,3,undetected,-1,cyclo,4,30,62,3
648967,3044,1391,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648968,3046,1391,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
648969,3058,1391,lastminute,Search,2,Catalog,5,Lastminute,101,60,125,3
648970,3046,1391,hiking,Search,2,Catalog,5,Hiking,3,30,71,4
648971,3189,1391,dachstein,Trip,3,undetected,-1,Hiking,3,30,78,5
648972,3044,1392,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648973,3046,1392,hiking,Search,2,Catalog,5,Hiking,3,30,50,2
648974,3179,1392,Grossglockner,Trip,3,undetected,-1,Hiking,3,60,125,3
648975,3213,1392,Romania Fagaras and Piatra Craiului,Trip,3,undetected,-1,Hiking,3,30,71,4
648976,3179,1392,Grossglockner,Trip,3,undetected,-1,Hiking,3,120,313,5
648977,3140,1392,output Triglav,Trip,3,undetected,-1,Hiking,3,30,83,6
648978,3044,1393,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648979,3089,1393,Bulgaria,Search,2,Catalog,5,Bulgaria,15,60,101,2
648980,3214,1393,Bulgaria stay with trips vacation visit to Turkey 05,Trip,3,undetected,-1,Bulgaria,15,30,62,3
648981,3044,1394,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648982,3065,1395,CATALOG,Info,4,Send catalog,7,In general,1000,60,60,1
648983,3044,1396,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648984,3045,1396,tours with tents,Search,2,Catalog,5,Tourism,1,660,1117,2
648985,3057,1396,hotelbuses,Search,2,Catalog,5,hotelbuses,17,30,62,3
648987,3063,1396,expedition,Search,2,Catalog,5,challenging expedition,18,30,78,5
648986,3120,1396,island country of fire and ice,Trip,3,undetected,-1,hotelbuses,17,60,143,4
648988,3215,1397,Bulgaria,Search,2,Catalog,5,Bulgaria,15,30,30,1
648989,3216,1398,Ireland &#39;green island&#39;,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
648990,3194,1399,Swedish Lapland Lofoten Norway Nordkapp Finland Baltics Scandinavia grand tour,Trip,3,undetected,-1,Tours with accommodation,8,30,30,1
648991,3044,1400,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648992,3044,1401,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648993,3045,1401,tours with tents,Search,2,Catalog,5,Tourism,1,60,101,2
648994,3115,1401,Corsica emerald island of Corsica,Trip,3,undetected,-1,Tourism,1,30,62,3
648995,3044,1402,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
648996,3044,1403,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
648997,3056,1403,stays with trips,Search,2,Catalog,5,Stays with trips,6,60,101,2
648998,3058,1403,lastminute,Search,2,Catalog,5,Lastminute,101,30,62,3
648999,3063,1403,expedition,Search,2,Catalog,5,challenging expedition,18,30,71,4
649002,3047,1403,mountain expedition,Search,2,Catalog,5,VHT,21,30,88,7
649003,3045,1403,tours with tents,Search,2,Catalog,5,Tourism,1,30,92,8
649000,3217,1403,Kenya Tanzania safari and Zanzibar,Trip,3,undetected,-1,challenging expedition,18,60,156,5
649001,3218,1403,Romanian Banat wandering in the Romanian mountains and Czech villages,Trip,3,undetected,-1,Hiking,3,30,83,6
649004,3067,1404,Aeolian Islands,Search,2,Catalog,5,Lipari,10,60,60,1
649005,3081,1404,Sicily Aeolian Islands with a visit to Sicily vacation residence with 05 trips,Trip,3,undetected,-1,Lipari,10,30,50,2
649006,3219,1405,Greece antiquity the sea and mountains,Trip,3,undetected,-1,Tourism,1,30,30,1
649007,3044,1406,TravelAgency,Info,1,homepage,1,In general,1000,30,30,1
649008,3182,1407,alpine skiing skiing,Search,2,Catalog,5,Ski,9,30,30,1
649009,3049,1407,rafting,Search,2,Catalog,5,rafting,24,30,50,2
649010,3104,1407,day rafting in Bohemia: Sázava Stvořidla WW III,Trip,3,undetected,-1,rafting,24,30,62,3
649011,3146,1408,TravelAgency,Info,1,homepage,1,In general,1000,60,60,1
649012,3044,1408,TravelAgency,Info,1,homepage,1,In general,1000,30,50,2
649013,3075,1408,WHOWEARE,Info,4,Who we are,10,In general,1000,30,62,3
649014,3203,1409,lastminute,Search,2,Catalog,5,Lastminute,101,60,60,1
